EmployeeNumber,EmployeeName,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HireDate,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition_Y_N
6823,"Donna White",26,No,"Travel Rarely",1367,Sales,7,4,Medical,1,1,Female,2022-06-23,77,4,3,"Sales Executive",1,Married,8271,10752,1,NULL,No,16,3,2,80,1,6,3,3,2,0,0,0,0
3977,"Emily Torres",29,No,"Travel Rarely",1229,"Research and Development",1,4,"Life Science",1,2,Female,2016-03-23,93,1,2,"Manufacturing Director",3,Divorced,6170,15032,1,NULL,No,11,3,3,80,1,9,2,2,8,6,2,4,0
5677,"Carol Robinson",33,No,"Travel Rarely",496,"Research and Development",4,4,"Life Science",1,3,Female,2016-08-20,60,3,3,"Research Director",4,Single,7430,13471,4,NULL,No,24,3,4,80,2,15,2,1,8,5,5,6,0
5174,"Jessica Moore",32,No,"Travel Rarely",1074,"Research and Development",4,3,Medical,1,3,Female,2022-06-09,76,2,4,"Research Scientist",3,Divorced,18095,11207,0,NULL,Yes,12,3,2,80,1,10,2,3,2,2,0,1,0
4512,"Donna Nguyen",45,Yes,"Travel Rarely",830,Sales,8,2,Other,1,1,Female,2024-02-04,91,2,3,"Sales Representative",1,Married,9318,4012,4,NULL,Yes,19,3,4,80,1,25,2,3,0,0,0,0,1
8661,"John Ramirez",35,Yes,"Travel Rarely",1271,"Human Resources",11,3,"Human Resources",1,4,Male,2014-06-15,49,3,5,"Human Resources",1,Married,15220,25067,2,NULL,Yes,15,3,3,80,1,16,2,3,10,5,4,6,1
7616,"Daniel Moore",43,No,"Travel Rarely",528,Sales,7,4,"Life Science",1,2,Male,2021-06-28,69,3,4,"Sales Representative",4,Single,13348,5358,2,NULL,No,17,3,2,80,1,21,0,3,3,2,3,2,0
5563,"Donna Allen",21,No,"Travel Rarely",543,"Research and Development",12,3,"Life Science",1,2,Female,2021-03-01,56,3,3,"Laboratory Technician",3,Married,9352,13529,4,NULL,No,11,3,4,80,0,3,3,3,3,2,3,2,0
2647,"David Gonzalez",22,Yes,"Travel Rarely",1243,Sales,7,3,"Human Resources",1,3,Male,2024-01-26,79,2,2,"Sales Representative",1,Single,7130,24363,5,NULL,Yes,15,3,4,80,3,4,3,2,0,0,0,0,1
6773,"Linda Gonzalez",37,No,"Travel Rarely",780,Sales,6,3,"Human Resources",1,1,Female,2011-08-05,46,2,3,"Sales Representative",4,Married,6319,3016,2,NULL,No,21,3,4,80,0,18,2,3,13,6,10,3,0
7986,"Ronald Wright",48,No,"Travel Rarely",1465,Sales,1,3,Other,1,4,Male,2000-05-17,57,3,4,Manager,2,Single,9923,3418,2,NULL,No,21,3,4,80,0,30,3,2,24,7,5,0,0
7866,"Kenneth Lopez",37,Yes,Missing,543,"Research and Development",27,4,"Life Science",1,4,Male,2012-06-24,78,4,3,"Research Scientist",1,Divorced,9899,9069,4,NULL,Yes,11,3,4,80,0,18,2,4,12,4,8,8,1
9391,"Charles Robinson",38,No,"No Travel",1373,"Research and Development",7,2,"Technical Degree",1,4,Male,2013-07-17,51,3,3,"Laboratory Technician",3,Single,9350,2284,6,NULL,No,20,3,2,80,1,19,2,3,11,2,8,1,0
8605,"Richard Lopez",24,Yes,"Travel Rarely",1406,"Research and Development",9,3,Medical,1,3,Male,2023-10-13,66,3,1,"Research Scientist",3,Divorced,2098,19446,1,NULL,No,21,3,2,80,0,5,1,3,1,1,0,0,1
1652,"George Nguyen",38,No,"Travel Rarely",917,"Research and Development",1,4,"Technical Degree",1,2,Male,2007-01-25,61,2,4,"Healthcare Representative",3,Married,14035,25010,0,NULL,No,23,3,3,80,1,20,5,3,17,8,13,8,0
5874,"Gary Ramirez",47,No,"Travel Frequently",309,"Human Resources",17,2,"Technical Degree",1,3,Male,2008-11-21,43,3,3,Manager,4,Single,10642,24358,1,NULL,No,23,3,1,80,0,29,2,3,16,12,16,11,0
6491,"Thomas Clark",27,No,"Travel Rarely",585,"Research and Development",8,5,"Life Science",1,1,Male,2022-06-11,79,4,2,"Healthcare Representative",4,Single,4951,8070,1,NULL,Yes,22,3,3,80,1,5,2,4,2,2,2,1,0
7135,"Paul Harris",31,No,"Travel Rarely",364,"Research and Development",3,2,Medical,1,1,Male,2016-08-13,54,2,4,"Research Scientist",3,Divorced,11107,25501,3,NULL,No,13,4,3,80,1,13,2,3,8,2,4,7,0
5421,"Rebecca Walker",40,No,"Travel Rarely",1336,"Research and Development",13,3,"Life Science",1,2,Female,2005-11-03,64,3,3,"Research Director",2,Married,10145,19673,2,NULL,No,24,3,4,80,2,21,2,2,19,7,9,14,0
3384,"Michelle Lee",29,No,"Travel Rarely",839,Sales,21,3,Marketing,1,1,Female,2020-12-27,80,4,3,"Sales Representative",3,Divorced,8505,17932,2,NULL,No,24,3,1,80,1,7,3,3,4,0,1,4,0
2814,"Betty Johnson",39,No,"Travel Rarely",1411,"Human Resources",8,1,"Human Resources",1,4,Female,2023-10-31,35,2,4,"Human Resources",4,Single,11053,20190,4,NULL,Yes,23,3,4,80,2,19,0,4,1,1,1,1,0
3438,"Jason Brown",42,No,"Travel Rarely",426,"Research and Development",25,3,"Life Science",1,4,Male,2020-09-19,32,2,3,"Laboratory Technician",4,Single,8593,18764,2,NULL,No,11,3,1,80,1,22,2,4,4,3,4,3,0
1366,"Daniel Hernandez",31,No,"Travel Rarely",460,"Human Resources",3,4,"Human Resources",1,4,Male,2018-12-01,42,3,3,"Human Resources",4,Single,10347,19379,2,NULL,No,15,3,2,80,0,11,1,2,6,4,0,5,0
8501,"Mary Ramirez",37,No,"Travel Rarely",988,"Research and Development",8,3,"Human Resources",1,2,Female,2011-09-13,97,4,4,"Manufacturing Director",3,Married,11457,18545,5,NULL,No,18,3,3,80,1,19,2,1,13,2,1,11,0
1378,"Sarah Thomas",50,No,"Travel Rarely",1306,"Research and Development",5,2,"Technical Degree",1,1,Female,2016-12-20,92,2,5,"Manufacturing Director",2,Single,19972,10257,1,NULL,No,19,3,4,80,2,29,6,3,8,6,5,8,0
1658,"Laura Nguyen",34,No,"Travel Rarely",871,"Research and Development",1,3,"Human Resources",1,3,Female,2018-04-25,34,1,4,"Research Director",4,Married,NULL,22142,9,NULL,No,15,3,4,80,0,13,2,3,6,0,6,4,0
560,"Robert Martin",27,No,"Travel Rarely",1085,Sales,9,3,Other,1,3,Male,2019-07-08,58,2,3,"Sales Representative",1,Married,8638,22561,1,NULL,No,14,3,4,80,2,6,3,4,5,3,5,5,0
286,"Sarah Thompson",30,No,"Travel Frequently",781,"Research and Development",1,4,"Life Science",1,4,Female,2015-07-01,50,4,3,"Manufacturing Director",1,Married,10134,20757,4,NULL,No,24,3,3,80,1,9,2,2,9,3,0,8,0
8882,"Jason Robinson",41,Yes,"Travel Rarely",794,"Research and Development",2,2,Medical,1,3,Male,2024-03-19,81,3,4,"Manufacturing Director",1,Married,17711,2206,3,NULL,No,14,3,3,80,0,21,3,3,0,0,0,0,1
6869,"Anthony Martin",40,No,"Travel Rarely",1013,Sales,10,3,"Human Resources",1,1,Male,2010-01-28,78,3,5,"Sales Representative",3,Divorced,19999,24179,4,NULL,No,11,3,1,80,1,18,2,3,14,4,6,13,0
7012,"Kenneth Martin",46,No,"Travel Rarely",449,"Research and Development",14,3,Medical,1,2,Male,2010-07-23,69,3,3,"Healthcare Representative",2,Divorced,8109,22391,3,NULL,Yes,24,3,3,80,0,28,3,2,14,7,2,14,0
3209,"Michelle Wilson",31,Yes,"Travel Rarely",1334,"Research and Development",9,3,"Life Science",1,4,Female,2020-08-28,81,4,3,"Manufacturing Director",1,Married,9756,16661,3,NULL,No,19,3,3,80,0,11,1,2,4,3,2,0,1
2624,"Joshua Allen",31,No,"Travel Rarely",738,"Research and Development",2,2,"Technical Degree",1,1,Male,2017-03-23,56,4,4,"Laboratory Technician",3,Married,-,12900,3,NULL,No,24,3,2,80,0,11,4,1,7,0,4,3,0
602,"Elizabeth Young",32,No,"Travel Frequently",850,Sales,1,3,Marketing,1,1,Female,2018-04-28,41,3,3,"Sales Representative",2,Married,7453,14886,3,NULL,Yes,22,3,4,80,1,13,4,2,6,2,3,4,0
6137,"Jennifer Hernandez",39,Yes,"No Travel",1057,"Research and Development",29,4,"Life Science",1,3,Female,2024-12-03,69,4,5,"Laboratory Technician",1,Single,16937,6131,2,NULL,No,17,3,4,80,2,21,2,1,0,0,0,0,1
6840,"Ashley Wilson",44,No,"Travel Rarely",1357,Sales,2,4,"Technical Degree",1,1,Female,NULL,87,3,5,Manager,2,Divorced,19999,19093,4,NULL,No,19,3,4,80,2,26,3,3,5,2,5,4,0
7895,"Laura Jackson",43,No,"Travel Rarely",901,Sales,1,1,Marketing,1,1,Female,2007-10-09,64,3,4,"Sales Executive",4,Married,13640,23353,2,NULL,No,13,3,2,80,0,24,3,3,17,2,0,14,0
8931,"Betty Anderson",38,No,"Travel Rarely",452,"Research and Development",1,5,"Technical Degree",1,1,Female,2015-11-14,35,3,4,"Research Scientist",4,Missing,15008,4680,1,NULL,No,14,3,4,80,0,17,2,3,9,6,5,3,0
2009,"Ronald Robinson",32,No,"Travel Frequently",972,Sales,1,3,Marketing,1,1,Male,2015-07-26,63,3,3,"Sales Executive",4,Single,7912,9167,4,NULL,No,13,3,4,80,1,13,2,2,9,5,5,0,0
7059,"James Miller",41,No,"Travel Rarely",468,Sales,8,1,Marketing,1,1,Male,2003-03-27,54,3,5,"Sales Executive",3,Single,19999,22605,0,NULL,No,12,3,4,80,1,23,2,2,21,1,11,2,0
1176,"Joshua Taylor",27,Yes,"Travel Frequently",669,Sales,3,4,Marketing,1,2,Male,2020-06-05,42,2,3,"Sales Representative",4,Divorced,7033,20938,2,NULL,No,23,3,1,80,1,6,3,3,4,4,1,3,1
6271,"Anthony King",27,Yes,"Travel Rarely",1083,"Research and Development",14,5,"Life Science",1,2,Male,2017-08-20,47,4,3,Manager,4,Divorced,4505,15540,3,NULL,Yes,11,3,1,80,0,8,0,3,7,1,3,4,1
1531,"Barbara Thomas",47,No,"Travel Rarely",611,"Research and Development",17,1,"Life Science",1,3,Female,2023-01-17,88,2,5,Manager,4,Married,14457,7004,1,NULL,No,22,3,2,80,0,26,2,3,1,1,1,1,0
2033,"Michelle Miller",43,No,"Travel Rarely",903,Sales,12,3,"Life Science",1,3,Female,2021-10-12,46,3,4,"Sales Executive",1,Married,12253,22393,4,NULL,Yes,20,3,1,80,0,22,4,4,3,1,1,2,0
3204,"Edward Johnson",32,No,"Travel Rarely",1456,"Research and Development",2,2,"Life Science",1,4,Male,2024-10-24,90,3,4,"Healthcare Representative",1,Single,N/A,24444,1,NULL,No,16,3,4,80,1,11,4,4,0,0,0,0,0
3867,"Michael Lee",20,No,"Travel Rarely",293,Sales,14,5,Marketing,1,1,Male,2024-12-05,88,3,2,"Sales Executive",2,Divorced,3382,7258,0,NULL,No,22,3,2,80,1,2,2,2,0,0,0,0,0
5414,"Elizabeth Johnson",38,No,"Travel Rarely",1250,Sales,8,3,Medical,1,1,Female,2017-05-10,34,3,3,"Sales Executive",2,Married,8717,11681,0,NULL,No,23,3,3,80,1,17,3,4,7,1,1,3,0
5879,"Mark Perez",29,Yes,"Travel Rarely",119,"Research and Development",11,3,Other,1,3,Male,2016-09-19,98,2,4,"Manufacturing Director",2,Divorced,10344,5842,2,NULL,No,11,3,3,80,2,10,2,3,8,0,3,3,1
4445,"Mark Anderson",33,Yes,"Travel Rarely",469,"Research and Development",8,3,"Life Science",1,3,Male,2018-08-20,71,3,3,"Research Scientist",2,Married,7459,23104,NULL,NULL,No,19,3,2,80,1,11,4,2,6,0,5,1,1
4792,"Richard Thompson",21,NULL,"Travel Rarely",158,NULL,5,5,"Life Science",1,1,Male,2023-03-12,95,2,1,"Healthcare Representative",4,Single,3411,4093,1,NULL,No,11,3,1,80,0,1,2,4,1,1,0,0,NULL
7285,"Mark Rodriguez",36,No,"Travel Frequently",1003,"Research and Development",6,4,Medical,1,3,Male,2008-10-10,65,3,4,"Research Scientist",2,Married,13167,12179,2,NULL,No,24,3,2,80,0,17,3,3,16,0,5,3,0
2212,"Dorothy Thompson",51,No,"Travel Rarely",722,"Research and Development",8,1,Other,1,4,Female,2021-09-09,87,4,5,"Laboratory Technician",2,Single,19999,2967,4,NULL,No,12,3,2,80,1,30,1,3,3,2,1,0,0
8244,"Richard Wilson",49,No,"Travel Rarely",374,Sales,6,2,Medical,1,1,Male,2019-03-01,90,3,5,"Sales Executive",3,Married,19999,8973,0,NULL,No,16,3,4,80,1,27,5,2,5,3,3,1,0
6738,"Gary Wright",39,No,"No Travel",262,"Research and Development",12,3,"Technical Degree",1,2,Male,2012-11-17,41,3,4,"Laboratory Technician",4,Divorced,14386,5338,3,NULL,Yes,21,3,4,80,1,18,2,3,12,7,9,6,0
3615,"Ryan Brown",26,No,"No Travel",409,"Human Resources",1,3,"Human Resources",1,4,Male,2023-05-05,96,4,4,"Human Resources",2,Single,13501,10481,2,NULL,Yes,12,3,2,80,1,8,2,2,1,1,1,0,0
6012,"Matthew Allen",26,No,"Travel Frequently",1390,"Research and Development",29,3,"Life Science",1,4,Male,2017-07-26,93,3,4,"Laboratory Technician",3,Married,13698,3770,1,NULL,Yes,12,3,1,80,1,8,5,2,7,6,2,6,0
7916,"Kimberly Allen",49,No,"Travel Frequently",252,Sales,8,2,"Technical Degree",1,2,Female,2003-12-07,62,3,4,"Sales Representative",4,Single,11297,22315,2,NULL,No,24,3,1,80,0,29,2,3,21,18,4,14,0
2643,"Ronald Robinson",32,Yes,"Travel Rarely",698,"Research and Development",2,4,Medical,1,4,Male,2014-11-14,55,3,4,"Manufacturing Director",1,Divorced,12502,17889,7,NULL,No,14,3,2,80,0,14,5,3,10,10,9,10,1
7036,"Andrew White",42,No,"Travel Rarely",1127,"Research and Development",9,4,Medical,1,3,Male,2013-03-26,38,4,4,"Laboratory Technician",2,Divorced,16881,26354,3,NULL,No,11,3,3,80,0,21,0,4,11,10,10,5,0
494,"Laura Robinson",31,No,"Travel Rarely",670,Sales,7,3,Marketing,1,4,Female,2023-04-13,70,1,2,"Sales Executive",1,Single,unknown,15594,3,NULL,No,11,3,4,80,2,11,3,3,1,0,1,0,0
9567,"Cynthia Hernandez",32,No,"Travel Frequently",191,"Research and Development",7,4,"Technical Degree",1,4,Missing,2017-10-16,57,3,5,"Laboratory Technician",4,Married,16583,24792,2,NULL,No,12,3,4,80,1,14,2,2,7,2,7,4,0
4414,"Jason Jackson",32,Yes,"Travel Rarely",764,Sales,-3,5,Marketing,1,4,Male,2015-08-07,83,2,4,"Sales Representative",2,Married,13618,13806,1,NULL,No,24,3,4,80,0,10,1,3,9,9,7,8,1
3050,"Amanda Young",38,No,"Travel Rarely",227,"Research and Development",4,4,"Life Science",1,3,Female,2019-06-22,39,2,3,"Laboratory Technician",2,Married,8338,26263,2,NULL,No,14,3,3,80,0,18,2,4,5,3,2,0,0
2822,"Stephanie Lee",39,No,"Travel Rarely",615,"Research and Development",7,3,Medical,1,4,Female,2015-06-02,33,3,5,"Research Scientist",1,Married,19999,2662,1,NULL,No,24,3,2,80,1,21,4,4,9,8,8,4,0
1981,"Jason Johnson",43,No,"Travel Rarely",579,Sales,17,3,"Life Science",1,4,Male,2023-03-25,53,2,4,"Sales Executive",3,Divorced,13638,4156,4,NULL,Yes,13,3,2,80,0,25,1,3,1,0,1,0,0
7361,"Kimberly Ramirez",46,Yes,"Travel Rarely",238,"Research and Development",11,3,"Life Science",1,1,Female,1999-07-20,58,3,5,"Research Scientist",2,Single,15968,15955,2,NULL,Yes,22,3,3,80,0,25,1,3,25,6,25,23,1
3181,"Stephanie Anderson",31,No,"Travel Rarely",622,"Research and Development",25,4,Medical,1,4,Female,2017-12-25,94,2,4,"Laboratory Technician",2,Divorced,11387,26071,1,NULL,No,22,3,4,80,1,11,2,2,7,3,1,4,0
3374,"Margaret Jackson",34,Yes,"Travel Rarely",877,"Research and Development",7,4,"Life Science",1,1,Female,2021-01-27,61,3,5,"Research Scientist",2,Single,18654,7760,2,NULL,Yes,21,3,2,80,2,15,1,3,3,3,3,3,1
701,"John Torres",34,No,"Travel Rarely",1320,Sales,10,2,Marketing,1,4,Male,2010-12-08,84,3,5,"Sales Executive",3,Divorced,10645,9077,3,NULL,No,18,3,1,80,0,14,3,3,14,0,13,7,0
368,"Laura Taylor",30,No,"No Travel",438,Sales,18,4,Marketing,1,1,Female,2020-05-18,56,2,3,Manager,3,Married,5481,22175,2,NULL,No,19,3,4,80,0,9,3,3,4,4,2,1,0
4295,"Mary Martinez",48,No,"Travel Frequently",1288,Sales,5,2,Medical,1,3,Female,2012-07-11,48,3,5,"Sales Executive",2,Single,19999,2819,1,NULL,No,14,3,4,80,0,26,1,3,12,2,11,5,0
7771,"Cynthia Ramirez",27,Yes,"Travel Rarely",1080,"Human Resources",9,3,"Human Resources",1,4,Female,2022-11-30,95,4,1,"Human Resources",2,Single,2832,8956,0,NULL,No,13,3,2,80,0,5,2,3,2,0,0,0,1
4582,"Edward Rodriguez",36,Yes,"Travel Frequently",789,Sales,5,3,"Technical Degree",1,1,Male,2018-05-27,64,4,4,Manager,1,Married,17975,11778,1,NULL,No,22,3,3,80,1,17,6,3,6,0,0,4,1
6262,"Daniel Flores",46,No,"Travel Frequently",1464,"Research and Development",1,3,"Technical Degree",1,4,Male,2015-07-24,53,4,5,"Laboratory Technician",3,Married,17565,12577,5,NULL,No,15,4,1,80,2,28,2,3,9,4,5,2,0
7286,"Mary Walker",33,Yes,"No Travel",1102,Sales,4,3,Marketing,1,4,Female,2024-11-15,40,3,3,"Sales Representative",1,Divorced,9551,11550,4,NULL,No,13,3,3,80,0,15,2,2,0,0,0,0,1
4277,"David Hill",38,No,"Travel Rarely",983,"Research and Development",2,3,"Life Science",1,1,Male,2011-08-19,72,3,3,"Healthcare Representative",4,Single,9411,8270,1,NULL,No,18,3,3,80,1,19,2,3,13,0,12,2,0
5916,"James Rodriguez",50,No,"Travel Rarely",750,"Research and Development",17,3,"Technical Degree",1,1,Male,2023-04-02,59,4,4,"Laboratory Technician",2,Divorced,13939,23083,2,NULL,No,16,3,2,80,0,29,3,2,1,1,1,1,0
5250,"Jessica Nguyen",23,No,"Travel Rarely",805,"Research and Development",6,1,"Life Science",1,1,Female,2021-01-02,82,2,1,"Laboratory Technician",3,Single,2390,25190,5,NULL,No,20,3,3,80,1,4,4,4,3,3,2,2,0
6337,"John Hernandez",26,No,"Travel Rarely",1057,"Research and Development",6,3,Medical,1,2,Male,2024-04-21,32,3,4,"Research Scientist",3,Married,15850,8611,2,NULL,No,22,3,4,80,1,7,3,2,0,0,0,0,0
6307,"Nancy Perez",26,Yes,"Travel Rarely",194,Sales,3,3,"Life Science",1,3,Female,2024-01-15,73,4,4,"Sales Executive",4,Married,18495,4294,1,NULL,Yes,17,3,2,80,0,6,1,2,0,0,0,0,1
1129,"Amanda Clark",35,No,"No Travel",765,Sales,7,2,"Life Science",1,3,Female,2008-08-25,84,1,3,"Sales Executive",4,Single,7762,3942,2,NULL,No,24,3,2,80,0,17,2,2,16,10,10,4,0
6629,"Kevin Jones",43,No,"Travel Rarely",1398,Sales,1,5,Marketing,1,1,Male,2005-09-02,82,3,4,"Sales Executive",4,Married,10953,21199,4,NULL,No,23,3,4,80,2,21,0,3,19,0,18,2,0
1896,"Carol Thompson",35,No,"Travel Rarely",269,Sales,29,4,Marketing,1,4,Female,2012-05-08,37,3,4,"Sales Representative",3,Married,12454,11167,2,NULL,No,20,3,3,80,0,15,1,2,12,6,12,1,0
6339,"Jennifer Harris",36,No,"Travel Frequently",1020,"Research and Development",15,4,"Life Science",1,3,Female,2018-01-01,92,2,5,"Laboratory Technician",3,Married,16690,23795,1,NULL,Yes,17,3,4,80,2,15,2,2,7,7,4,1,0
5985,"Jacob Allen",51,No,"Travel Rarely",1060,Sales,13,2,"Technical Degree",1,3,Male,2022-01-26,33,3,4,"Sales Representative",3,Divorced,13465,2574,2,NULL,No,20,3,3,80,0,32,4,2,2,0,0,1,0
7580,"Kenneth Ramirez",40,No,"Travel Rarely",807,Sales,5,4,Marketing,1,4,Male,2023-08-09,31,2,3,"Sales Executive",3,Single,5487,4383,3,NULL,No,16,3,2,80,1,18,6,2,1,1,0,1,0
8496,"Steven Martin",41,No,"Travel Rarely",1035,"Research and Development",2,4,"Life Science",1,1,Male,2022-10-19,77,3,4,"Research Scientist",3,Divorced,12421,23177,4,NULL,Yes,11,3,2,80,0,19,5,3,2,1,0,1,0
4774,"Susan Anderson",48,No,"Travel Rarely",369,"Research and Development",10,4,"Life Science",1,4,Female,1999-05-27,96,3,5,"Research Scientist",3,Married,17976,26873,2,NULL,No,15,4,4,80,0,30,3,4,25,19,25,9,0
5518,"Nancy Williams",43,Yes,"Travel Rarely",575,"Research and Development",7,3,"Life Science",1,1,Female,2008-11-07,73,3,4,Manager,1,Married,16079,22145,3,NULL,No,15,3,3,80,1,23,3,3,16,16,13,13,1
2027,"Amanda Williams",42,No,"Travel Rarely",1325,Sales,3,3,Medical,1,2,Female,2009-03-07,90,2,3,"Sales Executive",4,Divorced,9269,25769,1,NULL,No,18,3,2,80,0,20,2,3,15,11,1,5,0
9434,"Charles Wright",36,No,"Travel Rarely",1300,Sales,16,4,"Life Science",1,4,Male,2018-12-06,38,2,4,"Sales Executive",4,Single,17987,21973,2,NULL,No,18,3,4,80,0,16,1,4,6,5,6,3,0
3725,"Charles Perez",26,No,"No Travel",1025,"Research and Development",19,3,Medical,1,4,Male,2021-05-08,88,2,1,"Research Scientist",4,Married,2557,18374,0,NULL,No,19,3,3,80,1,4,3,2,3,3,0,3,0
3695,"Joseph Hernandez",36,No,"Travel Rarely",1082,"Research and Development",8,3,"Life Science",1,4,Male,2014-10-29,58,2,3,"Healthcare Representative",3,Married,7581,16590,5,NULL,Yes,18,3,1,80,1,14,4,4,10,8,9,8,0
9262,"Cynthia Young",38,No,"Travel Frequently",1479,Sales,2,3,Marketing,1,4,Female,2017-03-23,44,4,4,"Sales Executive",1,Divorced,12205,11106,5,NULL,Yes,20,4,4,80,1,18,3,2,7,3,2,1,0
2369,"John Lee",45,No,"Travel Rarely",121,Sales,14,2,"Life Science",1,3,Male,2004-10-01,90,2,3,"Sales Representative",4,Divorced,9254,15794,6,NULL,Yes,17,3,2,80,1,25,2,3,20,5,13,17,0
63,"Lisa Hernandez",34,No,"Travel Frequently",1075,Sales,7,3,"Life Science",1,3,Female,2015-02-23,97,2,3,"Sales Representative",4,Single,8516,9490,3,NULL,No,15,3,4,80,0,12,5,3,9,8,9,1,0
7784,"Kevin Williams",30,No,"No Travel",1401,"Research and Development",18,4,Medical,1,1,Male,2014-04-17,57,2,4,"Laboratory Technician",1,Single,16980,8094,3,NULL,No,23,3,1,80,0,11,2,2,10,4,4,3,0
3365,"Mary Taylor",41,No,"Travel Rarely",633,"Research and Development",2,2,Medical,1,1,Female,2023-10-11,60,3,5,"Healthcare Representative",2,Married,19999,12397,2,NULL,No,12,3,4,80,2,21,2,4,1,0,1,1,0
7351,"Elizabeth Taylor",46,Yes,"Travel Frequently",212,"Research and Development",-5,2,Marketing,1,2,Female,2001-07-15,93,3,4,"Research Scientist",1,Single,9890,8170,2,NULL,No,16,3,2,80,0,27,4,3,23,18,10,10,1
2229,"Joshua Perez",39,No,"No Travel",1362,Sales,4,4,"Technical Degree",1,1,Male,2009-02-03,48,4,5,"Sales Executive",2,Single,17045,22365,4,NULL,No,24,3,2,80,0,19,0,4,15,13,0,5,0
4646,"Melissa Lewis",37,No,"Travel Rarely",135,"Human Resources",15,3,Marketing,1,2,Female,2021-12-09,66,4,4,"Human Resources",1,Married,15698,19267,1,NULL,Yes,16,3,3,80,1,16,4,4,3,3,1,0,0
1214,"Mary Brown",41,No,"Travel Rarely",369,"Research and Development",2,4,Medical,1,1,Female,2019-06-24,37,2,4,"Research Scientist",3,Divorced,12805,14319,2,NULL,No,14,4,3,80,0,20,6,4,5,1,3,1,0
8511,"Mark Thomas",29,No,"Travel Rarely",612,Sales,3,5,Marketing,1,4,Male,2019-07-09,69,3,3,"Sales Executive",3,Divorced,8384,25791,1,NULL,No,15,3,1,80,0,8,0,3,5,2,3,3,0
5122,"Steven Rodriguez",32,No,"Travel Frequently",971,"Research and Development",1,4,Medical,1,1,Male,2018-03-26,38,1,4,"Laboratory Technician",1,Married,17029,18689,2,NULL,No,11,3,4,80,1,14,2,3,6,1,1,5,0
2479,"Kevin Sanchez",34,No,"Travel Frequently",290,"Research and Development",10,2,"Life Science",1,4,Male,2019-04-27,67,4,3,"Manufacturing Director",4,Single,5295,9588,3,NULL,No,15,3,4,80,0,16,1,1,5,4,4,2,0
5216,"Matthew Miller",34,No,"Travel Rarely",372,"Human Resources",9,4,"Human Resources",1,2,Male,2018-08-02,94,2,4,"Human Resources",3,Divorced,12602,16142,2,NULL,No,15,3,3,80,1,13,2,1,6,3,5,2,0
4078,"Paul Lewis",36,No,"Travel Rarely",931,Sales,5,3,"Life Science",1,4,Male,2019-07-23,61,4,4,"Sales Executive",3,Single,12949,26689,2,NULL,Yes,14,3,3,80,1,17,2,3,5,1,1,3,0
9437,"James Harris",46,No,"Travel Rarely",1364,"Human Resources",1,2,"Human Resources",1,2,Male,NULL,71,3,5,"Human Resources",4,Married,18004,25390,2,NULL,Yes,18,3,4,80,0,24,5,3,15,0,5,7,0
2608,"Lisa Hernandez",44,Yes,"Travel Rarely",1404,Sales,1,4,"Life Science",1,2,Female,2001-05-17,72,4,4,"Sales Representative",1,Married,13228,3394,4,NULL,No,19,3,2,80,1,23,3,3,23,6,10,12,1
676,"John Clark",37,No,"No Travel",775,"Research and Development",13,2,"Life Science",1,3,Male,2020-12-23,66,1,4,"Laboratory Technician",1,Divorced,12763,20143,3,NULL,No,21,3,1,80,0,15,3,4,4,1,3,0,0
2155,"Kenneth Harris",26,No,"Travel Rarely",145,Sales,1,4,Other,1,1,Male,2024-07-28,49,2,2,Manager,3,Married,4236,15426,3,NULL,No,11,3,2,80,1,5,3,3,0,0,0,0,0
8710,"Jeffrey Jones",37,No,"Travel Frequently",572,Sales,6,2,"Life Science",1,3,Male,2018-11-30,30,2,3,"Sales Representative",1,Single,10839,9296,2,NULL,Yes,12,3,3,80,2,18,2,3,6,3,6,0,0
7477,"William Young",25,Yes,"Travel Rarely",1257,"Research and Development",10,4,"Life Science",1,1,Male,2023-02-08,89,4,3,"Healthcare Representative",4,Divorced,7665,19042,4,NULL,Yes,11,4,4,80,1,6,1,4,1,0,0,0,1
5280,"Linda Hill",35,No,"Travel Rarely",171,"Human Resources",11,5,"Human Resources",1,3,Female,2010-11-17,63,3,5,"Human Resources",4,Married,19176,10645,4,NULL,No,16,3,4,80,0,15,4,2,14,10,13,8,0
1383,"Patricia Jackson",35,Yes,"Travel Frequently",262,"Research and Development",20,2,"Life Science",1,3,Female,2014-05-08,95,1,5,"Laboratory Technician",1,Married,19945,7281,5,NULL,No,24,3,3,80,1,15,2,3,10,6,5,6,1
3863,"Carol Johnson",31,No,"Travel Rarely",240,"Research and Development",5,3,"Life Science",1,2,Female,2020-05-08,73,2,3,"Laboratory Technician",3,Married,5301,3128,3,NULL,Yes,11,3,3,80,0,12,6,3,4,3,4,4,0
