EmployeeNumber,EmployeeName,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HireDate,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
6914,Joshua Nguyen,26,No,Travel_Rarely,742,Sales,14,3,Other,1,4,M,2018-04-27,57,2,2,Sales Executive,2,Single,"$5,507",6713,2,Y,Yes,11,3,1,80,2,6,2,3,6,0,3,0
8933,William Sanchez,47,Yes,Travel_Rarely,1452,Sales,1,4,Other,1,1,MALE,07-May-2010,93,2,5,Sales Executive,1, Married,"19,565",20280,0,Y,NO,11,3,3,80,0,25,2,3,14,10,3,6
7840,Deborah Gonzalez,48,No,Travel_Rarely,998,Research & Development,11,3,Unknown,1,1,Female,13-Jan-2016,45,3,4,Laboratory Technician,4,Divorcd,12615,9279,1,Y,yes,20,3,4,80,2,26,3,4,8,4,6,1
2281,Linda Clark,42,No,Travel_Rarely,327,Sales,2,3,Marketing,1,1,Female,07/12/2004,61,2,3,Sales Executive,2,Single,9847,18940,5,Y,NA,24,4,4,80,0,20,3,3,20,7,13,17
8844,Richard Robinson,41,No,Travel_Rarely,122,Sales,16,5,HR,1,4,Male,2024-01-05,96,3,5,Sales Representative,4,Married,"16,559",21302,3,Y,N,23,3,3,80,1,21,2,3,0,0,0,0
805,Joseph Martinez,37,Yes,Travel_Rarely,$1041,R&D,1,4,Life Sciences,1,4,Male,04-Sep-2017,68,3,4,Healthcare Representative,1,Single,"$15,379",22560,4,Y,No,21,3,2,80,0,17,4,3,7,5,2,7
4740,Joseph Lee,41,Yes,Travel_Frequently,184,Research & Development,2,3,Life Sciences,1,4,Male,"July 05, 2013",56,4,5,Laboratory Technician,2,Divorcd,$13744.00,6202,1,Y,1,16,3,3,80,0,21,2,4,11,4,8,11
8417,Kevin Hill,49,No,Travel_Rarely,1421,Sales,5,4,Life Sciences,1,2,Male,2019-08-09,68,3,4,Sales Executive,4,Divorcd,"$14,660",23591,1,Y,No,20,3,3,80,1,30,6,3,5,5,2,0
2789,Steven Gonzalez,47.0,No,travel_rarely,877,Research & Development,-1,4,LIFE SCIENCES,1,4,Male,23/03/2003,62,3,4,Manager,4,Married,"$14,278",17900,1,Y,No,20,3,2,80,1,26,2,2,21,8,7,16
6836,Donna Lopez,34,No,Travel_Rarely,166,Sales,29,3,Marketing,1,3,Female,10/23/2013,88,3,5,Sales Executive,4,Divorced,9153,8975,1,Y,Yes,21,3,4,80,1,12,3,3,11,10,9,10
5642,jennifer torres,34,No,Travel_Frequently,1449,Sales,18,3,Life Sciences,1,3,female,2017-03-26,46,1,4,Sales Executive,2,Divorced,11299,21960,1,Y,No,17,3,3,80,0,12,4,4,7,1,6,2
5938,Margaret Lopez,30,No,Travel_Rarely,1242,Sales,12,4,Marketing,1,2,female,2017-03-23,39,2,5,Sales Executive,3,Married,"18,287",2197,3,Y,No,21,3,3,80,1,12,2,3,7,0,4,1
7493,David Jones,47,No,Travel_Rarely,775,Research & Development,-3,5,Medical,1,4,Male,1998-11-11,71,3,3,Laboratory Technician,3,Maried,8977,11645,3,Y,No,19,3,4,80,0,29,1,3,26,7,22,10
6686,Jessica Robinson,37,Yes,Travel_Frequently,1302,Sales,3,3,MARKETING,1,2,F,"November 16, 2019",62,3,4,Sales Representative,3,Married,13078,3618,1,Y,No,21,3,4,80,0,18,4,3,5,4,4,5
3395,Jason Scott,32.0,No,Travel_Rarely,512,Research & Development,8,4,Technical Degree,1,4,Male,2024-01-31,44,4,5,Laboratory Technician,1,Divorced,$19999.00,23742,7,Y,Yes,21,3,3,80,1,12,4,2,0,0,0,0
9011,Michael Thompson,37,Yes,Travel_Rarely,1072,Sales,1,4,Life Sciences,1,2,male,"August 13, 2012",42,4,3,Sales Executive,4,Single,7470,4702,2,Y,No,14,3,4,80,1,19,0,4,12,1,0,7
4489,Kevin Brown,36,No,Travel_Rarely,287,Research & Development,2,4,Technical Degree,1,3, Male,08/08/2009,92,4,4,Healthcare Representative,2,Single,12510,3124,1,Y,no,11,3,2,80,1,17,2,3,15,2,10,4
4711,Nancy Walker,43,Yes,Travel_Rarely,391,SALES,4,2,Medical,1,2,Female,2005-05-17,72,3,4,Sales Executive,4,Married,14041,22403,1,Y,No,22,4,3,80,2,25,2,3,19,19,17,9
3636,Sarah Flores,32,Yes,Non-Travel,1355,Sales,4,3,Mktg,1,3,Female,12/07/2024,32,3,2,Sales Executive,4,Divorced,"6,960",16029,1,Y,No,23,3,4,80,0,10,4,2,0,0,0,0
2050,Lisa Martinez,33,No,Travel_Rarely,115,Research & Development,7,4,Other,1,4,Female,2013-02-19,83,1,4,Research Scientist,4,Single,13848,18551,2,Y,No,13,4,3,80,0,13,2,3,11,5,10,4
9461,Emily Sanchez,42,No,Travel_Rarely,904,Research & Development,3,3,Life Sciences,1,4, Female,01-Nov-2017,58,3,5,Healthcare Representative,3,Divorced,"19,999",19152,4,Y,No,21,3,2,80,0,23,2,3,7,0,5,0
9711,Lisa Garcia,54,No,Travel_Rarely,$135,HR,1,5,Tech Degree,1,3,Female,2006-02-08,33,3,3,Manager,4,Single ,8906,25316,8,Y,No,19,3,1,80,3,32,2,3,18,9,1,3
1423,dorothy jones,32,No,Travel_Rarely,917,research & development,25,3,Life Sciences,1,3,Female,2011-01-13,61,3,4,Laboratory Technician,4,Divorced,15601,9581,4,Y,Yes,11,3,3,80,0,13,2,3,13,10,1,7
9040,Melissa Clark,41,No,Travel_Frequently,966,Research & Development,13,3,Life Sciences,1,3,Female,22/07/2011,71,4,4,Manager,1,Single,14301,14714,1,Y,No,15,3,3,80,0,19,2,3,13,8,1,9
5426,Daniel Lopez,40,No,Travel_Rarely,1158,HR,2,3,Human Resources,1,2,Male,10/31/2009,91,3,4,Human Resources,3,Single,16312,4931,5,Y,No,11,3,3,80,2,20,6,4,15,14,2,14
3905,Joshua Jackson,37,No,Travel_Rarely,888,Human Resources,3,3,Human Resources,1,4,Male,08-May-2012,82,1,4,Human Resources,3,Married,"9,238",25282,4,Y,No,19,3,2,80,0,15,2,2,12,3,3,12
9182,David White,42,No,Travel_Rarely,1309,Sales,17,3,Life Sciences,1,1,Male,"April 29, 2018",32,4,4,Sales Executive,4,Divorced,"17,055",7000,4,Y,No,15,4,3,80,0,21,1,3,6,0,1,2
6482,Cynthia Walker,33,No,Travel_Frequently,1102,Sales,17,3,Human Resources,1,1,Female,08/05/2020,30,4,4,Sales Executive,4,Married,12097,7033,1,Y,No,15,3,3,80,1,12,6,3,4,2,0,3
2468,Nancy Thompson,52.0,No,Travel_Frequently,1178,Sales,10,1,Life Sciences,1,3,Female,25/07/2021,52,2,5,Manager,2,Married,19999,3369,6,Y,No,19,3,2,80,0,31,4,1,3,2,2,2
2178,Robert Wilson,33,Yes,Travel_Rarely,409,Research & Development,5,1,Life Sciences,1,2,Male,2019-09-27,55,3,4,Healthcare Representative,3,Married,11119,3478,3,Y,Yes,18,4,4,80,0,11,4,3,5,2,3,5
5843,Matthew Jones,41,No,Travel_Rarely,481,RESEARCH & DEVELOPMENT,8,3,Technical Degree,1,4,Male,2019-02-21,66,3,3,Research Scientist,3,Married,8657,16535,3,Y,No,19,3,4,80,2,21,2,3,5,4,5,4
8556,Michael Martinez,36,Yes,Travel_Rarely,$1212,Research & Development,16,2,Life Sciences,1,4,Male,30/06/2015,59,3,3,Laboratory Technician,1,Married,6750,17315,0,Y,Yes,24,3,3,80,2,15,2,2,9,1,0,4
446,Brian Jackson,34,No,Travel_Rarely,$506,Research & Development,10,2,LIFE SCIENCES,1,3,Male,"October 01, 2016",68,1,4,Laboratory Technician,4,married,$12468.00,4375,2,Y,0,23,3,3,80,3,14,5,3,8,8,3,7
2887,Stephanie King,37,No,travel_frequently,1156,Sales,10,3,life sciences,1,4,Female,2013-07-25,89,1,3,Sales Executive,4,Single,$8556.00,10286,4,Y,0,16,3,4,80,1,19,2,3,11,9,11,3
8564,Barbara King,31,No,Travel_Rarely,571,Research & Development,4,3,Medical,1,4,Female,09/12/2016,94,3,2,Research Director,3,Married,"$4,974",24676,4,Y,No,20,3,3,80,0,9,1,2,8,2,7,0
5661,Anthony Young,38,No,TRAVEL_FREQUENTLY,1161,Research & Development,8,2,,1,4,Male,2016-01-27,94,3,3,Research Scientist,1,Married,6184,5608,2,Y,No,19,4,3,80,0,20,5,2,8,0,8,6
8362,George Smith,39,No,TRAVEL_RARELY,$1195,R&D,13,3,Life Sciences,1,2,Male,13-Jan-2018,32,4,4,Research Scientist,3,Single,"14,060",7902,5,Y,Yes,12,3,3,80,0,17,3,2,6,4,1,4
6814,Michael King,28,No,Travel_Frequently,1200,Sales,7,3,Medical,1,3,Male,03/30/2023,90,3,3,Sales Executive,2,Divorced,"$9,560",8882,1,Y,No,23,3,4,80,0,7,2,3,1,0,1,1
6422,Kenneth King,29,Yes,Non-Travel,145,Research & Development,3,3,Medical,1,4,Male,2018-07-07,39,3,2,Research Scientist,4,Divorced,"$3,558",16369,1,Y,No,13,3,1,80,1,7,2,4,6,4,2,3
3625,Ronald Clark,N/A,No,Travel_Frequently,538,Sales,8,3,Marketing,1,3,Male,08/05/2021,60,2,3,Sales Representative,4,Married,$9514.00,2475,3,Y,No,14,3,1,80,1,13,2,3,3,1,2,2
1151,Michelle Garcia,26,No,Travel_Rarely,1316,Sales,1,2,Technical Degree,1,1,F,2023-07-08,99,2,1,Sales Executive,1,Single,"$2,403",8494,2,Y,No,17,3,4,80,1,5,2,2,1,0,1,1
4579,Amanda Thompson,35,No,Travel Rarely,982,research & development,4,3,Med,1,3,Female,2023-02-18,65,3,5,Laboratory Technician,3,Married,"$17,201",19268,2,Y,0,16,3,1,80,1,14,5,2,1,1,0,1
1584,James Brown,40,No,Travel_Rarely,$1386,Research & Development,1,2,Human Resources,1,4,Male,2012-11-28,57,3,3,Laboratory Technician,2,Married,9110,7595,3,Y,No,17,3,3,80,0,19,3,3,12,2,8,8
6838,William Clark,30,No,travel_rarely,1467,Sales,4,3,Medical,1,2,Male,09/09/2019,67,3,3,Sales Representative,1,Married,8992,9647,2,Y,NO,16,3,1,80,1,10,2,3,5,0,1,1
693,Betty Davis,46,No,Travel_Rarely,1397,RESEARCH & DEVELOPMENT,10,5,Technical Degree,1,4,Female,20/09/2022,49,3,4,Healthcare Representative,1,Married,"$14,814",4719,,Y,No,11,3,1,80,1,25,3,3,2,0,1,2
8150,Edward Allen,31,No,TRAVEL_RARELY,336,Sales,2,3,Marketing,1,1,Male,2021-02-22,86,2,4,Sales Executive,1,Single,"14,319",21540,1,Y,No,24,3,3,80,1,12,4,4,3,2,0,1
4532,Emily Davis,44,Yes,Travel_Rarely,938,Research & Development,1,4,life sciences,1,2,Female,27/01/2017,69,3,4,Laboratory Technician,2,Married,$12027.00,11299,0,Y,Y,16,3,2,80,0,26,3,4,7,5,7,4
2815,Stephanie Robinson,38.0,No,Travel_Frequently,826,Human Resources,1,3,HUMAN RESOURCES,1,2,Female,03/08/2017,59,3,4,Human Resources,1,Married,"13,983",11338,2,Y,Yes,23,3,4,80,0,18,1,2,7,5,3,3
2500,Steven Thomas,24,No,Travel_Rarely,1362,Sales,2,2,Technical Degree,1,4,Male,"October 15, 2018",38,3,4,Sales Executive,2,Married,"$12,969",21579,2,Y,No,13,4,3,80,0,6,3,2,6,2,5,1
1991,James Perez,29,Yes,Travel_Frequently,$710,Research and Development,3,3,Tech Degree,1,4,male,08/12/2021,44,2,3,Healthcare Representative,2,Married,8841,8399,4,Y,No,16,3,4,80,0,7,2,2,3,1,1,2
6590,Jennifer Torres,35,No,Travel_Rarely,583,Sales,15,3,Marketing,1,1,Female,"March 27, 2019",42,3,4,Sales Representative,2,DIVORCED,15594,26343,2,Y,No,22,3,2,80,0,15,3,3,5,2,2,0
170,David Scott,35,No,TRAVEL_RARELY,$1231,Sales,23,3,Medical,1,4,MALE,2014-02-17,72,4,3,Sales Executive,3,Married,"9,982",6664,0,Y,NO,15,3,3,80,0,13,0,3,10,10,3,10
8259,Laura King,48,No,Travel_Frequently,192,research & development,1,4,Med,1,2,F,05/19/2013,76,3,3,Manager,4,divorced,8675,23103,5,Y,No,16,3,3,80,1,27,2,3,11,3,1,7
1815,Emily Torres,22,No,Travel_Rarely,$1213,Research & Development,2,2,Human Resources,1,2,female,16/12/2024,71,1,2,Manager,2,Divorcd,"$5,034",24870,0,Y,no,14,3,4,80,1,2,4,3,0,0,0,0
9340,Cynthia Brown,49,Yes,Travel_Rarely,335,Research & Development,25,2,Technical Degree,1,4,Female,04-Dec-2002,99,2,3,Laboratory Technician,1,Single,8990,20992,3,Y,NO,20,3,3,80,1,28,4,3,22,11,22,3
6754,ASHLEY LEE,41,No,Travel_Frequently,1321,Research & Development,2,4,Medical,1,3,Female,2021-12-21,52,4,4,Laboratory Technician,3,Single,17131,11565,2,Y,No,21,3,3,80,0,20,2,3,3,2,2,3
7255,Matthew King,41,No,Travel_Rarely,674,Sales,10,4,Marketing,1,2,MALE,2018-10-22,74,3,4,Sales Executive,3,Married,13985,24096,1,Y,No,22,3,2,80,1,21,2,3,6,6,6,1
4133,  William Thompson  ,30,No,Travel_Rarely,802,Research & Development,5,2,Medical,1,3,M,04/10/2019,50,4,3,Healthcare Representative,4,Married,"$9,654",13995,2,Y,No,18,3,4,80,1,8,4,3,5,5,1,0
1849,Gary Taylor,54,No,Travel Rarely,632,Sales,3,3,Marketing,1,2,MALE,1997-12-10,31,3,4,Sales Executive,1,Single,11617,11608,1,Y,Yes,11,4,3,80,1,35,3,3,27,16,10,21
1785,Thomas King,37,No,Travel_Rarely,Unknown,research & development,17,4,Life Sciences,1,3,Male,09/03/2014,95,3,5,Laboratory Technician,2,Divorced,"$15,584",5728,5,Y,Yes,16,3,4,80,2,19,2,2,10,4,9,5
5430,Kevin Harris,49,No,TRAVEL_RARELY,$1495,Research & Development,1,3,Medical,1,2,Male,08-May-1998,96,4,4,Manufacturing Director,3,Maried,$15936.00,13506,3,Y,NO,11,3,2,80,1,28,2,4,26,8,18,20
811,Jessica Flores,33,No,Travel_Rarely,$796,Sales,2,3,LIFE SCIENCES,1,1,Female,09-Aug-2013,54,1,3,Sales Representative,4,Maried,7278,14258,1,Y,yes,19,4,3,80,1,14,4,3,11,8,2,10
988,Mark Moore,42,No,Travel_Rarely,1080,Sales,16,3,Other,1,3,Male,14/12/2015,56,4,3,Sales Executive,4,Married,5640,5496,3,Y,No,18,3,4,80,3,20,5,2,9,2,2,1
3919,Laura Thompson,21,No,Travel_Rarely,$515,Research & Development,1,2,Medical,1,2,Female,2024-02-04,66,4,1,Manufacturing Director,3,Married,2511,17783,3,Y,NO,16,4,2,80,1,0,2,2,0,0,0,0
7714,Kimberly Clark,43,No,Travel_Rarely,$683,Research & Development,29,4,Life Sciences,1,2,F,"June 09, 2012",79,3,3,Research Scientist,3,Married,$10138.00,3602,3,Y,No,13,3,4,80,0,21,2,4,12,7,4,8
1841,Sarah Miller,32,No,Travel_Rarely,985,Research & Development,2,2,Technical Degree,1,3,F,26/12/2016,61,3,4,Laboratory Technician,4,Married,14322,3613,7,Y,No,23,3,4,80,1,13,2,3,8,5,6,6
1117,Ashley Jackson,38,No,Travel_Rarely,585, Sales,25,4,Life Sciences,1,3,female,06/23/2022,85,3,5,Sales Executive,2,Divorced,15929,12190,4,Y,NO,13,3,4,80,0,17,2,2,2,0,0,2
7007,Sarah Clark,33,No,Travel_Frequently,1230,Sales,2,2,Marketing,1,3,Female,11/09/2024,69,2,3,Sales Representative,3,Married,8134,23349,4,Y,No,17,3,3,80,1,14,1,4,0,0,0,0
4294,John Johnson,48,No,-,1304,Sales ,23,4,Marketing,1,2,Male,05/15/2001,49,3,3,Sales Executive,3,Single,$10183.00,7044,4,Y,No,23,3,4,80,1,28,3,3,23,16,23,4
8123,Jason Ramirez,38,Yes,Travel Rarely,1150,Sales ,6,5,Other,1,1,Male,19-Jun-2015,32,2,5,Sales Executive,1,DIVORCED,19999,3180,1,Y,No,16,3,3,80,2,17,0,2,9,6,8,2
372,Jennifer Walker,42,No,Travel_Rarely,938,Research & Development,3,5,Other,1,4,Female,"July 27, 2006",85,3,5,Manager,4,Divorced,19999,11203,1,Y,No,22,3,1,80,0,20,2,4,18,10,18,4
8517,Kimberly Harris,36,No,Travel_Rarely,375,Research & Development,1,2,Medical,1,3,Female,"November 24, 2006",71,2,5,Laboratory Technician,2,MARRIED,19999,17047,1,Y,No,11,3,3,80,2,18,2,3,18,16,9,5
8446,kevin lopez,43,No,travel_rarely,1067,sales,16,2,Life Sciences,1,4,male,2015-10-26,43,2,5,Sales Executive,3,Married,"$18,309",24078,3,Y,No,20,3,1,80,3,22,2,3,9,6,3,9
5964,Jessica Flores,29,Yes,TRAVEL_RARELY,1050,Sales,11,3,Life Sciences,1,3, Female,2014-06-26,52,3,4,Sales Representative,4,Single,11506,8383,2,Y,no,18,3,4,80,1,11,2,4,10,8,6,10
5121,Carol Flores,51,No,Non-Travel,456,Sales,5,5,Marketing,1,2,F,1992-09-08,86,2,3,Sales Representative,3,SINGLE,"$11,713",5693,2,Y,0,20,3,4,80,0,32,2,2,32,12,10,23
5000,Richard Thomas,40,No,Travel_Rarely,1079,Sales,11,4,medical,1,4,Male,2021-01-02,64,2,3,Sales Executive,2,Divorced,"$7,279",23305,6,Y,No,11,3,3,80,1,20,3,3,3,2,0,0
5275,Margaret Rodriguez,36,No,Travel_Rarely,378,Research & Development,16,4,Life Sciences,1,3,Female,06/03/2013,81,1,4,Healthcare Representative,4,divorced,13895,25325,4,Y,No,17,3,3,80,2,17,2,3,11,0,11,6
1313,Thomas Lee,38,No,TRAVEL_RARELY,-,Research & Development,7,2,Medical,1,4,Male,12/14/2007,34,2,4,Laboratory Technician,3,Divorced,15042,6805,1,Y,No,17,3,3,80,1,17,0,4,17,5,6,7
7448,Joseph Martin,33.0,No,Non-Travel,1107,Research & Development,unknown,3,Technical Degree,1,2,Male,01/11/2024,51,2,5,Research Scientist,4,Married,19999,2439,1,Y,NO,16,3,4,80,0,13,6,2,0,0,0,0
8491,Margaret Lewis,32,No,travel_rarely,887,Human Resources,1,4,Human Resources,1,3,Female,09/02/2016,61,2,5,Human Resources,3,Married,"$18,948",13651,2,Y,No,12,3,3,80,1,14,3,4,8,1,7,6
7646,Charles Johnson,27,No,Travel_Rarely,1181,Sales,11,3,Marketing,1,3,Male,10/01/2022,68,1,4,Sales Representative,1,Single,"$11,557",4540,1,Y,N,24,3,4,80,1,9,2,2,2,0,2,1
3784,Barbara Martinez,44,No,Travel_Rarely,338,Research & Development,11,4,Life Sciences,1,3, Female,09/27/2010,59,3,5,Laboratory Technician,2,Divorced,$19999.00,17998,0,Y,Y,15,3,1,80,1,26,5,3,14,9,10,4
2660,  Amanda Moore  ,43,No,N/A,621,RESEARCH & DEVELOPMENT,18,1,Medical,1,2,Female,05-Feb-2011,57,3,5,Laboratory Technician,4,Divorced,"18,517",13276,1,Y,Yes,15,3,4,80,2,22,2,3,13,8,6,6
9154,Ashley Ramirez,41.0,No,Travel_Frequently,761,Research & Development,14,4,Technical Degree,1,4,Female,01-Mar-2023,66,2,4,Manager,3,Married,15614,18312,2,Y,No,20,3,4,80,2,20,2,3,1,0,0,1
7867,Dorothy Thompson,25,No,Non-Travel,881,Research & Development,1,3,Medical,1,2,Female,2020-09-15,64,2,3,Laboratory Technician,3,single,"$7,148",22014,1,Y,YES,13,3,3,80,0,6,3,3,4,3,3,1
9117,Laura Scott,48,No,Travel_Rarely,$1446,Unknown,16,3,Marketing,1,3,female,09/01/2020,68,3,5,Sales Executive,1,Maried,17117,14396,1,Y,No,15,3,3,80,2,29,3,1,4,2,0,3
2884,timothy miller,42,No,Travel Frequently,674, Sales,1,4,Marketing,1,2,Male,2020-07-15,94,3,3,Manager,4,Single,"$10,919",20395,1,Y,no,23,3,1,80,1,21,2,3,4,0,0,2
6081,Robert Rodriguez,45,No,Travel_Rarely,775,Research & Development,6,2,Life Sciences,1,4,Male,2002-08-08,46,4,3,Laboratory Technician,4,married,7370,11626,-,Y,Yes,22,3,1,80,0,25,2,2,22,15,2,7
5939,Andrew Martin,18,No,TRAVEL_FREQUENTLY,1337,Sales,6,3,Technical Degree,1,2,male,-,72,2,2,Sales Executive,1,Married,4675,4115,3,Y,Yes,12,3,2,80,2,0,2,4,0,0,0,0
2764,Brian Perez,29,No,Non-Travel,358,Research & Development,1,4,Life Sciences,1,1,Male,12/09/2014,83,2,3,Laboratory Technician,4,MARRIED,$7777.00,12579,2,Y,no,22,3,4,80,1,11,2,4,10,7,0,4
6919,Robert Wright,44,No,Travel_Frequently,801,Research & Development,7,2,Life Sciences,1,4,Male,10-Oct-2017,82,3,4,Research Director,4,Married,$12538.00,24341,4,Y,No,23,4,3,80,1,24,5,3,7,2,4,2
7958,matthew ramirez,28,No,Travel_Frequently,748,RESEARCH & DEVELOPMENT,14,2,Life Sciences,1,1,MALE,2018-08-20,84,3,2,Laboratory Technician,1,Divorced,3961,5169,3,Y,yes,23,3,4,80,0,9,3,3,6,4,6,4
3595,Lisa Davis,44,No,TRAVEL_RARELY,123,Human Resources,13,4,Human Resources,1,3,Female,n/a,87,3,4,Human Resources,3,Married,11439,17767,2,Y,No,19,3,1,80,1,26,2,3,16,12,2,15
4031,Kevin White,46,No,Travel_Frequently,1376,Research & Development,1,3,Life Sciences,1,4,MALE,05/17/2011,66,2,3,Research Scientist,4,Married,$9499.00,20372,1,Y,No,11,4,1,80,0,24,4,3,13,11,6,9
9635,Ronald Sanchez,35.0,Yes,Non-Travel,1090,Research & Development,8,2,Life Sciences,1,4,Male,26/02/2008,56,4,5,Research Scientist,2,Married,14393,13809,2,Y,no,24,3,2,80,3,16,0,3,16,3,0,4
401,Ronald King,18,No,Travel_Rarely,$962,Research & Development,-14,4,life sciences,1,1,Male,2024-03-01,46,4,1,Research Scientist,3,Divorced,"2,479",23292,4,Y,No,19,3,3,80,2,0,2,4,0,0,0,0
6246,Rebecca Thomas,38,No,Non-Travel,1092,Research & Development,1,3,Medical,1,3,Female,03/01/2024,41,3,3,Laboratory Technician,1,Maried,"$9,491",4263,4,Y,N,12,3,4,80,0,18,4,4,0,0,0,0
697,Steven Hernandez,47,No,travel_rarely,172,Research & Development,29,4,TECHNICAL DEGREE,1,1,Male,12/03/2003,78,3,5,Research Director,3,Married,19999,19186,2,Y,No,22,4,2,80,0,29,2,3,21,16,20,4
2298,Donna White,45,Yes,Travel_Rarely,$169,Research & Development,2,4,Life Sciences,1,2,Female,03/17/2011,43,3,5,Research Scientist,3,Single,19999,20404,1,Y,Yes,15,4,4,80,0,23,2,1,13,4,6,2
5821,Andrew Walker,43,No,Travel_Frequently,419,N/A,1,3,Life Science,1,3,Male,2002-06-14,95,3,4,Research Scientist,4,MARRIED,13305,20919,3,Y,No,13,4,2,80,0,22,1,3,22,14,3,9
6189,Kenneth Thomas,47,No,Travel_Frequently,304,Research & Development,20,3,Life Sciences,1,1,M,2014-02-07,94,3,3,Healthcare Representative,3,Single,$8618.00,3208,3,Y,No,16,3,4,80,0,25,3,3,10,6,4,0
6821,Patricia Lee,34,No,Travel_Frequently,692,Research & Development,5,2,Technical Degree,1,3,Female,2022-04-18,43,3,3,Research Scientist,1,married,7352,20568,2,Y,No,20,3,4,80,1,14,1,2,2,0,2,0
2221,Robert Gonzalez,28,No,Travel_Rarely,1344,Research and Development,7,2,Tech Degree,1,3,MALE,16/06/2015,84,3,3,Healthcare Representative,3,Single,9029,13762,5,Y,no,17,3,4,80,0,9,0,3,9,7,1,6
9092,Brian Thompson,36,No,Travel_Rarely,1466,Sales,2,2,MARKETING,1,3,Male,11/11/2011,49,3,3,Sales Executive,3,DIVORCED,6289,6929,0,Y,No,13,3,4,80,0,16,2,2,13,9,5,8
795,  Daniel Garcia  ,33.0,No,travel_frequently,532,research & development,5,2,Technical Degree,1,3,Male,25/05/2024,91,4,5,Manufacturing Director,2,Married,"13,942",4623,7,Y,No,11,4,3,80,0,12,2,2,0,0,0,0
7526,Mark Ramirez,26,No,Non-Travel,435,Research & Development,14,3,Technical Degree,1,2,Male,10-Feb-2021,34,4,1,Manufacturing Director,3,MARRIED,3701,22888,3,Y,No,22,3,2,80,1,4,2,3,3,3,2,3
4645,Daniel Young,44,No,Non-Travel,1375,Research & Development,2,2,Medical,1,2,Male,2019-11-13,86,3,4,Research Scientist,2,Single ,12899,5647,2,Y,Yes,15,3,4,80,1,26,4,3,5,4,5,2
5404,Joshua Taylor,48,No,Travel Rarely,148,R&D,16,3,Marketing,1,3,Male,"October 23, 1999",71,3,5,Manufacturing Director,1,Single,19999,8172,2,Y,N,16,3,3,80,1,26,2,3,25,23,24,15
4513,Elizabeth Miller,40,No,travel_rarely,196,Research and Development,6,2,NULL,1,1,Female,11/08/2012,66,3,5,Laboratory Technician,3,Divorced,19999,24462,0,Y,Yes,12,3,4,80,0,21,5,3,12,11,8,10
8822,Donna Robinson,18,No,Travel_Frequently,1020,Research & Development,11,2,Life Sciences,1,4,Female,05-Oct-2024,37,3,1,Healthcare Representative,1,Married,"$3,224",16543,3,Y,N/A,11,3,1,80,2,0,6,3,0,0,0,0
3576,Elizabeth Scott,41.0,No,Travel_Rarely,178,Research & Development,4,3,Technical Degree,1,3,Female,06/02/2012,45,4,5,Laboratory Technician,4,Married,"$13,767",2844,4,Y,No,22,3,1,80,1,20,2,3,12,3,1,5
3527,Edward Sanchez,26,No,Travel_Rarely,732, Human Resources,8,1,Human Resources,1,4,Male,08/22/2022,80,1,2,Human Resources,3,Single,$5883.00,23792,2,Y,No,24,3,2,80,2,4,3,3,2,0,2,1
6772,Mark Flores,38,No,Travel_Rarely,990,Research and Development,29,4,Technical Degree,1,4, Male,08/27/2009,97,3,3,Research Scientist,3,Married,9894,21495,2,Y,No,13,4,1,80,3,18,1,2,15,14,8,6
8620,  Richard Wright  ,36,Yes,Travel_Rarely,493,sales,3,5,Marketing,1,2,-,05/12/2017,97,2,4,Manager,3, Married,13209,7749,4,Y,Yes,18,3,3,80,0,15,1,2,7,3,6,5
1662,James Brown,33,No,Travel_Rarely,869,Human Resources,9,3,Life Science,1,3,male,2021-08-11,56,2,4,Manager,4,Married,14077,24984,0,Y,No,20,3,3,80,0,13,1,1,3,3,3,0
4630,Carol Robinson,44,No,Travel_Rarely,1446,Research & Development,1,2,Technical Degree,1,3,Female,03/01/2007,43,2,4,Laboratory Technician,4,single,12192,9670,3,Y,Yes,18,4,2,80,2,23,2,4,17,1,1,16
8768,Richard Perez,29,No,Travel_Rarely,1183,Research & Development,9,2,Other,1,3, Male,20/09/2019,94,3,3,Research Scientist,3,Married,6847,14947,4,Y,No,23,3,4,80,1,9,3,3,5,4,0,3
9219,Paul Young,41,Yes,Travel_Rarely,404,Sales,2,3,Technical Degree,1,2,Male,n/a,94,3,3,Sales Executive,1,single,"$8,357",7519,8,Y,YES,16,3,2,80,2,22,4,2,15,0,9,0
175,Betty Gonzalez,31,No,Travel_Rarely,214,Research & Development,12,3,Technical Degree,1,3, Female,25/03/2022,53,4,3,Healthcare Representative,4,Married,7825,5891,0,Y,No,13,3,2,80,1,11,1,3,2,0,1,0
467,William Perez,22.0,Yes,Travel_Rarely,1463,Research & Development,3,3,Life Sciences,1,2,Male,06/12/2024,60,4,1,Research Director,4,divorced,2459,23696,4,Y,No,14,3,3,80,1,0,2,1,0,0,0,0
